Company Name,Sanctions Program,Country,Risk Details
AL-HUDA STATE COMPANY FOR RELIGIOUS TOURISM,IRAQ2,IRAQ2,
AVIATRANS ANSTALT,IRAQ2,IRAQ2,
LOGARCHEO S.A.,IRAQ2,United States,US FEIN CH-217-0-431-423-3 (United States).
AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION : BOSNIA BRANCH,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
TAIBAH INTERNATIONAL : BOSNIA BRANCH,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
AL FURQAN,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
ARELLANO FELIX ORGANIZATION,SDNTK,,
JUAREZ CARTEL,SDNTK] [ILLICIT-DRUGS-EO14059,,a.k.a. 'VCFO'; a.k.a. 'CARRILLO FUENTES DRUG TRAFFICKING ORGANIZATION'; a.k.a. 'LA LINEA'.
AERO CONTINENTE S.A,SDNTK,United States,NIT # 8300720300 (Colombia); US FEIN 55-2197267; RUC # 20108363101 (Peru); Business Registration Document # F01000003035 (United States).
AVIANDINA S.A.C.,SDNTK,Peru,RUC # 20423916541 (Peru).
IAC INTERNATIONAL INC.,SDNTK,United States,US FEIN 65-0842701; Business Registration Document # P9800004558 (United States).
"SISTEMA DE DISTRIBUCION MUNDIAL, S.A.C.",SDNTK,Peru,RUC # 20458382779 (Peru).
AERO CONTINENTE (USA) INC.,SDNTK,United States,US FEIN 65-0467983; Business Registration Document # P94000013372 (United States).
CARGO AIRCRAFT LEASING CORP.,SDNTK,United States,US FEIN 65-0389435; Business Registration Document # 93000004034 (United States).
"INTERNATIONAL PACIFIC TRADING, INC.",SDNTK,United States,US FEIN 65-0315268; Business Registration Document # V16155 (United States).
AL-HARAMAIN : AFGHANISTAN BRANCH,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
AL-HARAMAIN : ALBANIA BRANCH,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
AL-HARAMAIN : BANGLADESH BRANCH,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
AL-HARAMAIN : ETHIOPIA BRANCH,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
AL-HARAMAIN : THE NETHERLANDS BRANCH,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
CASA APOLLO,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
BARAKAT IMPORT EXPORT LTDA,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Tax ID No. AABA 670850 Y."
A.W.A. ENGINEERING LIMITED,IRAQ2,IRAQ2,
ADMINCHECK LIMITED,IRAQ2,IRAQ2,
"ADVANCED ELECTRONICS DEVELOPMENT, LTD",IRAQ2,IRAQ2,
AL-ARABI TRADING COMPANY LIMITED,IRAQ2,IRAQ2,
AMD CO. LTD AGENCY,IRAQ2,IRAQ2,
ARAB PETROLEUM ENGINEERING COMPANY LTD,IRAQ2,IRAQ2,
ARAB PROJECTS COMPANY S.A. LTD.,IRAQ2,IRAQ2,
ARCHI CENTRE I.C.E. LIMITED,IRAQ2,IRAQ2,
ARCHICONSULT LIMITED,IRAQ2,IRAQ2,
ASSOCIATED ENGINEERS,IRAQ2,IRAQ2,
ATLAS AIR CONDITIONING COMPANY LIMITED,IRAQ2,IRAQ2,
ATLAS EQUIPMENT COMPANY LIMITED,IRAQ2,IRAQ2,
BAROON SHIPPING COMPANY LIMITED,IRAQ2,IRAQ2,
DURAND PROPERTIES LIMITED,IRAQ2,IRAQ2,
ENDSHIRE EXPORT MARKETING,IRAQ2,IRAQ2,
FALCON SYSTEMS,IRAQ2,IRAQ2,
FARTRADE HOLDINGS S.A.,IRAQ2,IRAQ2,
H & H METALFORM GMBH,IRAQ2,IRAQ2,
HELFORD DIRECTORS LIMITED,IRAQ2,IRAQ2,
I.P.C. INTERNATIONAL LIMITED,IRAQ2,IRAQ2,
I.P.C. MARKETING LIMITED,IRAQ2,IRAQ2,
"INVESTACAST PRECISION CASTINGS, LTD.",IRAQ2,IRAQ2,
IRAQI ALLIED SERVICES LIMITED,IRAQ2,IRAQ2,
IRAQI FREIGHT SERVICES LIMITED,IRAQ2,IRAQ2,
IRAQI TRADE CENTER,IRAQ2,IRAQ2,
JARACO S.A.,IRAQ2,IRAQ2,
KEENCLOUD LIMITED,IRAQ2,IRAQ2,
MEED INTERNATIONAL LIMITED,IRAQ2,IRAQ2,
ORIENT SHIPPING LIMITED,IRAQ2,IRAQ2,
PANDORA SHIPPING CO. S.A.,IRAQ2,IRAQ2,
PETRA NAVIGATION & INTERNATIONAL TRADING CO. LTD.,IRAQ2,IRAQ2,
RAJBROOK LIMITED,IRAQ2,IRAQ2,
"REYNOLDS AND WILSON, LTD.",IRAQ2,IRAQ2,
T N K FABRICS LIMITED,IRAQ2,IRAQ2,
T.E.G. LIMITED,IRAQ2,IRAQ2,
T.M.G. ENGINEERING LIMITED,IRAQ2,IRAQ2,
TARIQ ABU SHANAB EST. FOR TRADE & COMMERCE,IRAQ2,IRAQ2,
TECHNOLOGY AND DEVELOPMENT GROUP LTD,IRAQ2,IRAQ2,
"TIGRIS TRADING, INC.",IRAQ2,IRAQ2,
TRADING & MARITIME INVESTMENTS,IRAQ2,IRAQ2,
U.I. INTERNATIONAL,IRAQ2,IRAQ2,
WHALE SHIPPING LTD.,IRAQ2,IRAQ2,
A.T.E. INTERNATIONAL LTD.,IRAQ2,IRAQ2,
BLOTO INTERNATIONAL COMPANY,IRAQ2,IRAQ2,
MELFI MARINE CORPORATION S.A.,CUBA,CUBA,
AL-HARAMAIN FOUNDATION : COMOROS ISLANDS,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
ISLAMIC AFRICAN RELIEF AGENCY,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; all offices worldwide; a.k.a. 'ISRA'."
ACCIRENT S.A.,SDNT,Colombia,NIT # 830088969-0 (Colombia).
AEROCOMERCIAL ALAS DE COLOMBIA LTDA.,SDNT,Colombia,NIT # 800049071-7 (Colombia).
AEROVIAS ATLANTICO LTDA.,SDNT,Colombia,NIT # 890109958-1 (Colombia).
ASOCIACION TURISTICA INTERNACIONAL S.C.S.,SDNT,Colombia,NIT # 890325040-4 (Colombia).
CIA. CONSTRUCTORA Y COMERCIALIZADORA DEL SUR LTDA.,SDNT,Colombia,NIT # 890329758-7 (Colombia).
DESARROLLOS AGROINDUSTRIALES S.A.,SDNT,Colombia,NIT # 830000782-2 (Colombia).
GREEN ISLAND S.A.,SDNT,Colombia,NIT # 830067456-4 (Colombia).
INTERCONTINENTAL DE FINANCIACION AEREA  S.A.,SDNT,Colombia,NIT # 800043810-6 (Colombia).
INVERSIONES Y COMERCIALIZADORA INCOM LTDA.,SDNT,Colombia,NIT # 890329658-9 (Colombia).
LARGO LEASING LTD.,SDNT,,
TRANS PACIFIC WORLD LEASING LIMITED,SDNT,,
ISLAMIC STATE OF IRAQ AND THE LEVANT,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'AL HAYAT'."
SERCUBA,CUBA,CUBA,
SERB DEMOCRATIC PARTY,BALKANS,BALKANS,a.k.a. 'SDS'.
ZDRAVO,BALKANS,Serbia,Registration ID 17317105 (Serbia); Tax ID No. 100036386 (Serbia); juice manufacturer.
KOMOTKO,BALKANS,Serbia,Registration ID 17307746 (Serbia); Tax ID No. 100036378 (Serbia).
MOVEMENT FOR ISLAMIC REFORM IN ARABIA,SDGT,United Kingdom,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; UK Company Number 03834450 (United Kingdom); a.k.a. 'MIRA'."
RAMCHARAN LTD,SDNTK,,
RAMCHARAN BROTHERS LTD,SDNTK,,
CARIBBEAN SHOWPLACE LTD,SDNTK,,
CARIBBEAN BEACH PARK,SDNTK,,
SES INTERNATIONAL CORP,IRAQ2,IRAQ2,
ELEHSSAN,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
ISLAMIC JIHAD GROUP,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'IJG'."
ARRIOLA MARQUEZ ORGANIZATION,SDNTK,,
KOREA MINING DEVELOPMENT TRADING CORPORATION,NPWMD] [DPRK2,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; a.k.a. 'KOMID'."
TANCHON COMMERCIAL BANK,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
KOREA RYONBONG GENERAL CORPORATION,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
AEROSPACE INDUSTRIES ORGANIZATION,NPWMD] [IFSR] [IRAN-CON-ARMS-EO,,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'AIO'.
SHAHID HEMMAT INDUSTRIAL GROUP,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'SHIG'; a.k.a. 'SAPICO'; a.k.a. 'ARMACO'.
SHAHID BAKERI INDUSTRIAL GROUP,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'SBIG'.
SCIENTIFIC STUDIES AND RESEARCH CENTER,NPWMD,,a.k.a. 'SSRC'.
"SERVICIOS ADMINISTRATIVOS Y DE ORGANIZACION, S.C.",SDNTK,,
"KONTROLES ELECTRONICOS DE BAJA CALIFORNIA, S.A. DE C.V.",SDNTK,Mexico,R.F.C. KEB-020222-380 (Mexico).
"COMERCIALIZADORA AMIA, S.A. DE C.V.",SDNTK,Mexico,R.F.C. CAM-940526-8H9 (Mexico).
INDIO VITORIO S. DE P.R. DE R.L. DE C.V.,SDNTK,Mexico,R.F.C. IVI-030311-1L6 (Mexico).
CHIHUAHUA FOODS S.A. DE C.V.,SDNTK,,
CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.,SDNTK,Mexico,R.F.C. CSI-000516-2U3 (Mexico).
CAMBIOS PALMILLA S.A. DE C.V.,SDNTK,,
GASOLINERAS SAN FERNANDO S.A. DE C.V.,SDNTK,,
INMOBILIARIA EL PRESON S.A. DE C.V.,SDNTK,,
INMOBILIARIA EL ESCORPION DEL NORTE S.A. DE C.V.,SDNTK,,
DEL NORTES CARNES FINAS SAN IGNACIO S.A. DE C.V.,SDNTK,,
AUTO EXPRESS DORADOS S.A. DE C.V.,SDNTK,,
HESONG TRADING CORPORATION,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
TOSONG TECHNOLOGY TRADING CORPORATION,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
KOREA COMPLEX EQUIPMENT IMPORT CORPORATION,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
KOREA KWANGSONG TRADING CORPORATION,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
KOREA PUGANG TRADING CORPORATION,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
KOREA RYONGWANG TRADING CORPORATION,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
KOREA INTERNATIONAL CHEMICAL JOINT VENTURE COMPANY,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
KOREA RYONHA MACHINERY JOINT VENTURE CORPORATION,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
NICE FANTASY GARMENT COMPANY LTD.,SDNTK,,
V.R. FRUIT COMPANY,SDNTK,,
SIAM NICE COMPANY LTD.,SDNTK,,
SCORE COMMERCIAL COMPANY LTD.,SDNTK,,
RUNGRIN COMPANY LTD.,SDNTK,,
RATTANA VICHAI COMPANY LTD.,SDNTK,,
PROGRESS SURAWEE COMPANY LTD.,SDNTK,,
PLUS TECH AUTO SUPPLY COMPANY LTD.,SDNTK,,
PLOYDAENG JEWELRY SHOP,SDNTK,,
MAESAI K.D.P. COMPANY LTD.,SDNTK,,
KRADUMPORN IMPORT EXPORT COMPANY LTD.,SDNTK,,
HATKAEW COMPANY LTD.,SDNTK,,
GREEN CAR RENT LIMITED PARTNERSHIP,SDNTK,,
BANGKOK SILK FLOWER COMPANY LTD.,SDNTK,,
BANGKOK ARTI-FLORA DESIGN LIMITED PARTNERSHIP,SDNTK,,
A-TEAM CHEMICALS COMPANY LTD.,SDNTK,,
AGROPECUARIA PALMA DEL RIO S.A.,SDNT,Colombia,NIT # 830061299-7 (Colombia).
SARA PROPERTIES LIMITED,SDGT,United Kingdom,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Registered Charity No. 4636613 (United Kingdom); http://www.saraproperties.co.uk (website)."
MEADOWBROOK INVESTMENTS LIMITED,SDGT,United Kingdom,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Registered Charity No. 05059698 (United Kingdom)."
OZLAM PROPERTIES LIMITED,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Registered Charity No. 05258730."
SANABEL RELIEF AGENCY LIMITED,SDGT,United Kingdom,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Registration ID 3713110 (United Kingdom); Registered Charity No. 1083469 (United Kingdom); http://www.sanabel.org.uk (website); info@sanabel.org.uk (email).; a.k.a. 'SRA'; a.k.a. 'SARA'."
AL MANAR TV,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; info@manartv.com; www.manartv.com; www.almanar.com.lb."
LEBANESE MEDIA GROUP,SDGT,Lebanon,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Commercial Registry Number 59531 (Lebanon)."
AL NOUR RADIO,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; info@al-nour.net; www.al-nour.net."
KOHAS AG,NPWMD,Switzerland,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; C.R. No. CH-217.0.135.719-4 (Switzerland)."
"LIMMT ECONOMIC AND TRADE COMPANY, LTD.",NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; and all other locations worldwide.
"BEIJING ALITE TECHNOLOGIES CO., LTD.",NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; and all other locations worldwide.
CHINA NATIONAL PRECISION MACHINERY IMPORT/EXPORT CORPORATION,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; and all other locations worldwide.
AMEZCUA CONTRERAS ORGANIZATION,SDNTK,,
DAWOOD IBRAHIM ORGANIZATION,SDNTK,,a.k.a. 'D COMPANY'.
SANAM INDUSTRIAL GROUP,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
YA MAHDI INDUSTRIES GROUP,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'YMA'.
NETHERLANDS CARIBBEAN BANK N.V.,CUBA,CUBA,
ISLAMIC RESISTANCE SUPPORT ORGANIZATION,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
YOUSSER COMPANY FOR FINANCE AND INVESTMENT,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
BAYT AL-MAL,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
PLAYA MAR S.A. DE C.V.,SDNTK,Mexico,R.F.C. PMA-910805 (Mexico).
INMOBILIARIA ESPARTA S.A. DE C.V.,SDNTK,Mexico,R.F.C. IES-870805 (Mexico).
INMOBILIARIA LA PROVINCIA S.A. DE C.V.,SDNTK,Mexico,R.F.C. IPR-931014 (Mexico).
INMOBILIARIA ESTADO 29 S.A. DE C.V.,SDNTK,Mexico,R.F.C. IEV-950628 (Mexico).
INMOBILIARIA TIJUANA COSTA S.A. DE C.V.,SDNTK,Mexico,R.F.C. ITC-910503 (Mexico).
INVERSIONES MACARNIC PATINO Y CIA S.C.S.,SDNT,Colombia,NIT # 816005011-4 (Colombia).
COMERCIALIZADORA DE CAFE DEL OCCIDENTE CODECAFE LTDA.,SDNT,Colombia,NIT # 816004106-0 (Colombia).
GOMEZ MARIN LTDA.,SDNT,Colombia,NIT # 800102465-1 (Colombia).
GAVIOTAS LTDA.,SDNT,Colombia,NIT # 800032092-7 (Colombia); a.k.a. 'HOTEL SIN PK2'.
CANO AGUDELO S EN C,SDNT,Colombia,NIT # 821002095-7 (Colombia).
KOREA HYOKSIN TRADING CORPORATION,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
CASA HAMZE,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Paraguayan tax identification number BAHA 6301000."
GALERIA PAGE,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
JIHAD AL-BINA,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
CARGO FREIGHT INTERNATIONAL,DRCONGO,DRCONGO,
COMPAGNIE AERIENNE DES GRANDS LACS,DRCONGO,DRCONGO,
GREAT LAKES BUSINESS COMPANY,DRCONGO,DRCONGO,
KALAYE ELECTRIC COMPANY,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
HIGHER INSTITUTE OF APPLIED SCIENCE AND TECHNOLOGY,NPWMD,,
ELECTRONICS INSTITUTE,NPWMD,,
NATIONAL STANDARDS AND CALIBRATION LABORATORY,NPWMD,,
SNIPER AFRICA,SDGT,,"Website www.sniperafrica.com; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Registration ID 200302847123; Tax ID No. 9113562152."
BUTEMBO AIRLINES,DRCONGO,DRCONGO,
CONGOCOM TRADING HOUSE,DRCONGO,DRCONGO,
MACHANGA LTD.,DRCONGO,DRCONGO,
UGANDA COMMERCIAL IMPEX,DRCONGO,DRCONGO,
DEFENSE INDUSTRIES ORGANIZATION,NPWMD] [IFSR] [IRAN-CON-ARMS-EO,,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'SASADJA'.
CONSTRUCTORA AMERICA S.A.,SDNT,Colombia,NIT # 830125002-3 (Colombia).
INVERSIONES Y REPRESENTACIONES S.A.,SDNT,Colombia,NIT # 811040270-5 (Colombia).
ROSARIO NIEBLA CARDOZA A. EN P.,SDNTK,Mexico,R.F.C. NICR-461006-T36 (Mexico).
ESTANCIA INFANTIL NINO FELIZ S.C.,SDNTK,,
ESTABLO PUERTO RICO S.A. DE C.V.,SDNTK,Mexico,R.F.C. EPR-000322-UM9 (Mexico).
JAMARO CONSTRUCTORES S.A. DE C.V.,SDNTK,,
NUEVA INDUSTRIA DE GANADEROS DE CULIACAN S.A. DE C.V.,SDNTK,Mexico,R.F.C. NIG-8802029-Y7 (Mexico).
BANK SADERAT IRAN,IRAN] [SDGT] [IFSR,,"Additional Sanctions Information - Subject to Secondary Sanctions; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; all offices worldwide."
AZZA AIR TRANSPORT COMPANY LTD.,DARFUR,DARFUR,
FARAYAND TECHNIQUE,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
GULF CARTEL,SDNTK] [FTO] [SDGT] [ILLICIT-DRUGS-EO14059,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Type: Transnational Terrorist Group; Target Type Criminal Organization; a.k.a. 'CDG'."
FAJR INDUSTRIES GROUP,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
MIZAN MACHINE MANUFACTURING GROUP,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. '3MG'.
ISLAMIC REVOLUTIONARY GUARD CORPS,FTO] [SDGT] [NPWMD] [IRGC] [IFSR] [IRAN-HR] [HRIT-IR] [ELECTION-EO13848,,"Additional Sanctions Information - Subject to Secondary Sanctions; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS,SDGT] [NPWMD] [IFSR] [IRAN-CON-ARMS-EO] [RUSSIA-EO14024,,"Additional Sanctions Information - Subject to Secondary Sanctions; Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Linked To: ISLAMIC REVOLUTIONARY GUARD CORPS (IRGC)-QODS FORCE; Linked To: ROSOBORONEKSPORT OAO."
AL-SALAH SOCIETY,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
MARTYRS FOUNDATION,SDGT] [IFSR,,"Additional Sanctions Information - Subject to Secondary Sanctions; alt. Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
MARTYRS FOUNDATION IN LEBANON,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
PALESTINIAN MARTYRS FOUNDATION,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
"GOODWILL CHARITABLE ORGANIZATION, INC.",SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
AL-QARD AL-HASSAN ASSOCIATION,SDGT,,"Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
